title,price,details,link,image_url,image_file,year,mileage,location
KICKS 1.6 16V FLEXSTART SV AUTOMÁTICO,,,https://www.carflix.com.br/comprar/88476/nissan/kicks/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/d23ec145-e150-4cab-921d-3091b6bcf4be/638936327993545886-undefined.jpg?height=215&mode=crop&compress=true&width=285,067_KICKS_16_16V_FLEXSTART_SV_AUTOMÁTICO.jpg,,,
SIENA 1.0 MPI EL 8V MANUAL,"R$ 33.890,00",,https://www.carflix.com.br/comprar/84213/fiat/siena/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/90612791-0bd7-461f-b6b1-19b8fa0f62d4/638856881169924852-638856881169924852-blob.jpg?height=215&mode=crop&compress=true&width=285,068_SIENA_10_MPI_EL_8V_MANUAL.jpg,,,
COROLLA 2.0 VVTIE FLEX XEI AUTOMÁTICO,"R$ 131.890,00",,https://www.carflix.com.br/comprar/83420/toyota/corolla/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/9e11b597-0102-45b1-9783-cfecf7c02400/638843111805659053-638843111805659053-blob.jpg?height=215&mode=crop&compress=true&width=285,069_COROLLA_20_VVTIE_FLEX_XEI_AUTOMÁTICO.jpg,,,
RAM 6.7 2500 LAIE 4X4 AUTOMÁTICO,,,https://www.carflix.com.br/comprar/82929/dodge/ram/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/f66513ac-235a-4ffd-b22e-e834d544a212/638836330488249328-638836330488249328-blob.jpg?height=215&mode=crop&compress=true&width=285,070_RAM_67_2500_LAIE_4X4_AUTOMÁTICO.jpg,,,
EQUINOX 1.5 16V TURBO GASOLINA AUTOMÁTICO,,,https://www.carflix.com.br/comprar/83366/chevrolet/equinox/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/c07e4353-94ca-45b8-96c2-1c489a89314e/638836033236082875-1748016747568.jpg?height=215&mode=crop&compress=true&width=285,071_EQUINOX_15_16V_TURBO_GASOLINA_AUTOMÁTICO.jpg,,,
OUTLANDER 2.0 16V GASOLINA 4P AUTOMÁTICO,"R$ 67.890,00",,https://www.carflix.com.br/comprar/87115/mitsubishi/outlander/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/76882476-73bf-4f47-b70b-df4133f59dc4/638908585243614324-638908585243614324-blob.jpg?height=215&mode=crop&compress=true&width=285,072_OUTLANDER_20_16V_GASOLINA_4P_AUTOMÁTICO.jpg,,,
UNO 1.0 EVO ATTRACTIVE 8V MANUAL,"R$ 35.900,00",,https://www.carflix.com.br/comprar/88492/fiat/uno/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/b67172a2-5344-4794-a243-61fa194b55d7/638937019775231385-638937019775021431-Frente_%C3%A2ngulo_do_motorista.jpg?height=215&mode=crop&compress=true&width=285,073_UNO_10_EVO_ATTRACTIVE_8V_MANUAL.jpg,,,
RENEGADE 1.3 T270 TURBO FLEX AUTOMÁTICO,"R$ 127.890,00",,https://www.carflix.com.br/comprar/69137/jeep/renegade/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/9d01d9c4-7731-4649-9254-aa35a92d3b4d/638651229105441768-638651229105441768-blob.jpg?height=215&mode=crop&compress=true&width=285,074_RENEGADE_13_T270_TURBO_FLEX_AUTOMÁTICO.jpg,,,
Q3 2.0 40 TFSI GASOLINA AUTOMÁTICO,,,https://www.carflix.com.br/comprar/85145/audi/q3/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/65a5245a-cd2a-4d3d-a6d8-6d55e0222852/638875807545609605-638875807545609605-blob.jpg?height=215&mode=crop&compress=true&width=285,075_Q3_20_40_TFSI_GASOLINA_AUTOMÁTICO.jpg,,,
COROLLA CROSS 1.8 VVTI HYBRID AUTOMÁTICO,"R$ 164.900,00",,https://www.carflix.com.br/comprar/88223/toyota/corolla-cross/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/22dfdf92-c96a-47f1-b5b7-7a1205ee4d6a/638931206939300704-638931206939300704-blob.jpg?height=215&mode=crop&compress=true&width=285,076_COROLLA_CROSS_18_VVTI_HYBRID_AUTOMÁTICO.jpg,,,
RENEGADE 2.0 16V TURBO DIESEL AUTOMÁTICO,,,https://www.carflix.com.br/comprar/76978/jeep/renegade/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/0f52adcf-2f5b-4f47-af5e-49d527039906/638757205385167348-638757205385167348-blob.jpg?height=215&mode=crop&compress=true&width=285,077_RENEGADE_20_16V_TURBO_DIESEL_AUTOMÁTICO.jpg,,,
CRV 2.0 EXL 4X4 16V AUTOMÁTICO,,,https://www.carflix.com.br/comprar/86182/honda/crv/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/779684a6-a986-4890-a024-8b23b85f85fa/638893086536949770-638893086536949770-blob.jpg?height=215&mode=crop&compress=true&width=285,078_CRV_20_EXL_4X4_16V_AUTOMÁTICO.jpg,,,
COMPASS 1.3 T270 TURBO FLEX AUTOMÁTICO,"R$ 175.890,00",,https://www.carflix.com.br/comprar/76096/jeep/compass/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/cb8f0623-8ffe-4c94-85c5-c21043ad0b0d/638745505767864999-638745505767708758-blob.jpg?height=215&mode=crop&compress=true&width=285,079_COMPASS_13_T270_TURBO_FLEX_AUTOMÁTICO.jpg,,,
HB20 1.0 COMFORT 12V FLEX MANUAL,,,https://www.carflix.com.br/comprar/85104/hyundai/hb20/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/b8fe142c-76ab-48ad-890b-60134de209bc/638871678650492711-638871678650492711-blob.jpg?height=215&mode=crop&compress=true&width=285,080_HB20_10_COMFORT_12V_FLEX_MANUAL.jpg,,,
PULSE 1.3 TURBO 270 FLEX AUTOMÁTICO,,,https://www.carflix.com.br/comprar/83661/fiat/pulse/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/bc9b1dbc-f022-4b0a-91ac-47afbaaa0391/638841334931404480-1748546835995.jpg?height=215&mode=crop&compress=true&width=285,081_PULSE_13_TURBO_270_FLEX_AUTOMÁTICO.jpg,,,
COMMANDER 2.0 TD380 TURBO DIESEL AUTOMÁTICO,,,https://www.carflix.com.br/comprar/87797/jeep/commander/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/78b56125-7862-4530-855f-8de941b23406/638924277466604636-1756834530216.jpg?height=215&mode=crop&compress=true&width=285,082_COMMANDER_20_TD380_TURBO_DIESEL_AUTOMÁTICO.jpg,,,
218I 1.5 TWINTURBO GASOLINA GRAN AUTOMÁTICO,"R$ 181.890,00",,https://www.carflix.com.br/comprar/81765/bmw/218i/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/1398f409-87fc-4d4d-bc63-74c0700409c8/638812561038825646-638812561038513131-blob.jpg?height=215&mode=crop&compress=true&width=285,083_218I_15_TWINTURBO_GASOLINA_GRAN_AUTOMÁTICO.jpg,,,
XC60 2.0 T5 COMFORT FWD AUTOMÁTICO,,,https://www.carflix.com.br/comprar/85621/volvo/xc60/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/d286deac-f08d-4ee8-9811-be032a7c65e6/638882563791622035-638882563791622035-blob.jpg?height=215&mode=crop&compress=true&width=285,084_XC60_20_T5_COMFORT_FWD_AUTOMÁTICO.jpg,,,
PAJERO DAKAR 3.5 HPE 7 AUTOMÁTICO,"R$ 142.890,00",,https://www.carflix.com.br/comprar/81119/mitsubishi/pajero-dakar/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/003895e0-70b5-469d-88e7-15f6387a464c/638802504510456441-638802504510456441-blob.jpg?height=215&mode=crop&compress=true&width=285,085_PAJERO_DAKAR_35_HPE_7_AUTOMÁTICO.jpg,,,
RENEGADE 1.8 16V FLEX 4P AUTOMÁTICO,,,https://www.carflix.com.br/comprar/87417/jeep/renegade/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/f559044b-7764-4773-99cb-53272a8bdb6e/638915552681972298-1755968907028.jpg?height=215&mode=crop&compress=true&width=285,086_RENEGADE_18_16V_FLEX_4P_AUTOMÁTICO.jpg,,,
ONIX 1.0 TURBO FLEX PLUS MANUAL,"R$ 65.890,00",,https://www.carflix.com.br/comprar/84792/chevrolet/onix/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/1b33c4e8-c276-42b3-a2bc-0ab02471e5b4/638875689778971397-638875689778971397-blob.jpg?height=215&mode=crop&compress=true&width=285,087_ONIX_10_TURBO_FLEX_PLUS_MANUAL.jpg,,,
GRAND CHEROKEE 3.6 LAREDO 4X4 AUTOMÁTICO,"R$ 90.890,00",,https://www.carflix.com.br/comprar/77054/jeep/grand-cherokee/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/e2807c2b-6f45-4fc8-a834-4a107a77bf6d/638764310274891141-638764310274578646-blob.jpg?height=215&mode=crop&compress=true&width=285,088_GRAND_CHEROKEE_36_LAREDO_4X4_AUTOMÁTICO.jpg,,,
SOUL 1.6 EX 16V FLEX MANUAL,,,https://www.carflix.com.br/comprar/86109/kia/soul/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/45fbcb7a-6066-4d3d-bc31-07ccda9e0f50/638892903578437716-638892903578437716-blob.jpg?height=215&mode=crop&compress=true&width=285,089_SOUL_16_EX_16V_FLEX_MANUAL.jpg,,,
YARIS 1.5 16V FLEX SEDAN AUTOMÁTICO,,,https://www.carflix.com.br/comprar/87785/toyota/yaris/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/43bad205-6607-4f11-81bf-fd329c9cd20a/638924190265527998-1756828701883.jpg?height=215&mode=crop&compress=true&width=285,090_YARIS_15_16V_FLEX_SEDAN_AUTOMÁTICO.jpg,,,
TIGUAN 2.0 TSI 16V TURBO AUTOMÁTICO,"R$ 63.890,00",,https://www.carflix.com.br/comprar/86500/volkswagen/tiguan/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/ec89c0ba-72c2-422f-b080-a2a70cb9a528/638899121250291172-638899121250291172-blob.jpg?height=215&mode=crop&compress=true&width=285,091_TIGUAN_20_TSI_16V_TURBO_AUTOMÁTICO.jpg,,,
ARGO 1.3 FIREFLY FLEX TREKKING MANUAL,,,https://www.carflix.com.br/comprar/85607/fiat/argo/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/8a567cbd-edad-4e86-bb39-e6c3138574d7/638884735884913898-638884735884913898-blob.jpg?height=215&mode=crop&compress=true&width=285,092_ARGO_13_FIREFLY_FLEX_TREKKING_MANUAL.jpg,,,
SPORTAGE 2.0 LX 4X2 16V AUTOMÁTICO,,,https://www.carflix.com.br/comprar/88542/kia/sportage/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/0c0a9436-5499-4a47-8b0b-652686684bdd/638938147953095289-638938147953095289-blob.jpg?height=215&mode=crop&compress=true&width=285,093_SPORTAGE_20_LX_4X2_16V_AUTOMÁTICO.jpg,,,
FUSCA 1.5 8V GASOLINA 2P MANUAL,,,https://www.carflix.com.br/comprar/86600/volkswagen/fusca/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/3fdd514b-cf9f-48d6-bec3-2533472b7329/638903388931800886-638903388931800886-blob.jpg?height=215&mode=crop&compress=true&width=285,094_FUSCA_15_8V_GASOLINA_2P_MANUAL.jpg,,,
TCROSS 1.0 200 TSI TOTAL AUTOMÁTICO,,,https://www.carflix.com.br/comprar/87437/volkswagen/t-cross/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/e0ef5dc9-d53c-4848-aac3-c9e8cd672110/638915472376462762-638915472376462762-blob.jpg?height=215&mode=crop&compress=true&width=285,095_TCROSS_10_200_TSI_TOTAL_AUTOMÁTICO.jpg,,,
MERIVA 1.4 MPFI COLLECTION 8V MANUAL,"R$ 36.890,00",,https://www.carflix.com.br/comprar/86632/chevrolet/meriva/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/0f13e853-9236-4e47-9fbd-0ec5ef8e072a/638899831299754337-638899831299754337-blob.jpg?height=215&mode=crop&compress=true&width=285,096_MERIVA_14_MPFI_COLLECTION_8V_MANUAL.jpg,,,
JETTA 2.0 TSI HIGHLINE 200CV AUTOMÁTICO,,,https://www.carflix.com.br/comprar/86646/volkswagen/jetta/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/68d1d7f2-6135-41b7-a1eb-3eae66ef14d5/638899911807620395-undefined.jpg?height=215&mode=crop&compress=true&width=285,097_JETTA_20_TSI_HIGHLINE_200CV_AUTOMÁTICO.jpg,,,
ONIX 1.4 MPFI LTZ 8V MANUAL,,,https://www.carflix.com.br/comprar/89039/chevrolet/onix/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/33b0ff60-f783-4b50-9183-d53c0c410f02/638947544136956333-1759167998087.jpg?height=215&mode=crop&compress=true&width=285,098_ONIX_14_MPFI_LTZ_8V_MANUAL.jpg,,,
535I 3.0 SEDAN 6 CILINDROS AUTOMÁTICO,"R$ 78.890,00",,https://www.carflix.com.br/comprar/85234/bmw/535i/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/897b6427-e699-4ed5-8955-cff9a962fc7f/638881924323424178-638881924323424178-blob.jpg?height=215&mode=crop&compress=true&width=285,099_535I_30_SEDAN_6_CILINDROS_AUTOMÁTICO.jpg,,,
COMPASS 1.3 T270 TURBO FLEX AUTOMÁTICO,"R$ 152.890,00",,https://www.carflix.com.br/comprar/84490/jeep/compass/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/4088bd4e-ae90-4347-af47-f406a46b313b/638861127895216159-638861127895216159-blob.jpg?height=215&mode=crop&compress=true&width=285,100_COMPASS_13_T270_TURBO_FLEX_AUTOMÁTICO.jpg,,,
GOLF 1.4 TSI HIGHLINE 16V AUTOMÁTICO,,,https://www.carflix.com.br/comprar/85254/volkswagen/golf/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/ef48015c-24da-43b1-9359-eb5f58b0861a/638939178221868777-638939178221868777-blob.jpg?height=215&mode=crop&compress=true&width=285,101_GOLF_14_TSI_HIGHLINE_16V_AUTOMÁTICO.jpg,,,
430I 2.0 16V GASOLINA CABRIO AUTOMÁTICO,"R$ 255.000,00",,https://www.carflix.com.br/comprar/80251/bmw/430i/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/53f47097-3e7c-477b-b886-51d1bada1785/638787720162836485-638787720162836485-blob.jpg?height=215&mode=crop&compress=true&width=285,102_430I_20_16V_GASOLINA_CABRIO_AUTOMÁTICO.jpg,,,
TCROSS 1.4 250 TSI TOTAL AUTOMÁTICO,"R$ 94.900,00",,https://www.carflix.com.br/comprar/84184/volkswagen/t-cross/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/ebb82519-89d1-4dfa-be42-cb8fb5a3666c/638853472194256998-638853472194256998-Frente_%C3%A2ngulo_do_motorista.jpg?height=215&mode=crop&compress=true&width=285,103_TCROSS_14_250_TSI_TOTAL_AUTOMÁTICO.jpg,,,
JETTA 1.4 250 TSI TOTAL AUTOMÁTICO,,,https://www.carflix.com.br/comprar/88264/volkswagen/jetta/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/328594e0-bd71-4e8d-baa8-53f30b942a18/638933676906649525-undefined.jpg?height=215&mode=crop&compress=true&width=285,104_JETTA_14_250_TSI_TOTAL_AUTOMÁTICO.jpg,,,
FIESTA 1.6 TITANIUM PLUS SEDAN AUTOMÁTICO,"R$ 46.890,00",,https://www.carflix.com.br/comprar/84726/ford/fiesta/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/28c516c2-7495-4d99-83a2-f53e4a8f143d/638881743867411106-638881743867411106-blob.jpg?height=215&mode=crop&compress=true&width=285,105_FIESTA_16_TITANIUM_PLUS_SEDAN_AUTOMÁTICO.jpg,,,
RANGE ROVER SPORT 3.0 SE AUTOMÁTICO,,,https://www.carflix.com.br/comprar/81160/land-rover/range-rover-sport/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/d1ae49ff-ab5c-4ee8-bfda-f6585b571266/638803179781982024-638803179781982024-blob.jpg?height=215&mode=crop&compress=true&width=285,106_RANGE_ROVER_SPORT_30_SE_AUTOMÁTICO.jpg,,,
COMPASS 2.0 16V FLEX LONGITUDE AUTOMÁTICO,"R$ 79.800,00",,https://www.carflix.com.br/comprar/82212/jeep/compass/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/a7af453b-5584-414d-82b5-3766230b6749/638856819190510291-638856819190510291-Frente_%C3%A2ngulo_do_motorista.jpg?height=215&mode=crop&compress=true&width=285,107_COMPASS_20_16V_FLEX_LONGITUDE_AUTOMÁTICO.jpg,,,
C 180 1.6 CGI 16V AUTOMÁTICO,,,https://www.carflix.com.br/comprar/85343/mercedes-benz/c-180/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/cdeb85bb-c16f-406d-a2b9-acbe0b6522d7/638879348066915170-638879348066915170-blob.jpg?height=215&mode=crop&compress=true&width=285,108_C_180_16_CGI_16V_AUTOMÁTICO.jpg,,,
FORTWO 1.0 COUPE 3 CILINDROS AUTOMÁTICO,,,https://www.carflix.com.br/comprar/82145/smart/fortwo/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/26097b99-dd06-482c-90a3-b02968f0474f/638824693491118339-638824693487993339-blob.jpg?height=215&mode=crop&compress=true&width=285,109_FORTWO_10_COUPE_3_CILINDROS_AUTOMÁTICO.jpg,,,
HILUX 2.5 STD 4X4 CD MANUAL,"R$ 85.000,00",,https://www.carflix.com.br/comprar/84791/toyota/hilux/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/125ae991-abc6-48d9-8cac-31c4cded2c92/638889567566390381-638889567566390381-blob.jpg?height=215&mode=crop&compress=true&width=285,110_HILUX_25_STD_4X4_CD_MANUAL.jpg,,,
DUSTER 2.0 DYNAMIQUE 4X2 16V AUTOMÁTICO,,,https://www.carflix.com.br/comprar/87222/renault/duster/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/540a098b-2a1f-466a-a779-544165f04149/638911276064898984-638911276064898984-blob.jpg?height=215&mode=crop&compress=true&width=285,111_DUSTER_20_DYNAMIQUE_4X2_16V_AUTOMÁTICO.jpg,,,
328I 2.0 GP 16V GASOLINA AUTOMÁTICO,"R$ 99.890,00",,https://www.carflix.com.br/comprar/85858/bmw/328i/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/847de6d5-3137-4e28-8f39-b7522cded1d4/638895579177761119-638895579177761119-blob.jpg?height=215&mode=crop&compress=true&width=285,112_328I_20_GP_16V_GASOLINA_AUTOMÁTICO.jpg,,,
FASTBACK 1.0 TURBO 200 FLEX AUTOMÁTICO,,,https://www.carflix.com.br/comprar/86134/fiat/fastback/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/8ccd8fcb-898c-44f8-9e7e-f2771aefc132/638896469095268191-638896469095268191-blob.jpg?height=215&mode=crop&compress=true&width=285,113_FASTBACK_10_TURBO_200_FLEX_AUTOMÁTICO.jpg,,,
HB20 1.0 12V FLEX LIMITED MANUAL,"R$ 65.890,00",,https://www.carflix.com.br/comprar/85623/hyundai/hb20/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/e9009fc8-13be-4a04-b4fd-92236dae4ead/638882800254560832-638882800254560832-blob.jpg?height=215&mode=crop&compress=true&width=285,114_HB20_10_12V_FLEX_LIMITED_MANUAL.jpg,,,
TIGGO 8 1.6 TGDI GASOLINA AUTOMÁTICO,"R$ 121.890,00",,https://www.carflix.com.br/comprar/83963/caoa-chery/tiggo-8/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/740c9554-bdf8-4d21-a3df-6cb52a8d4c07/638848226943135611-638848226943135611-blob.jpg?height=215&mode=crop&compress=true&width=285,115_TIGGO_8_16_TGDI_GASOLINA_AUTOMÁTICO.jpg,,,
KA 1.0 TIVCT FLEX SE MANUAL,,,https://www.carflix.com.br/comprar/87934/ford/ka/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/12157aa1-33cd-42f0-9415-122e8bf9e25a/638925952996363338-638925952996363338-blob.jpg?height=215&mode=crop&compress=true&width=285,116_KA_10_TIVCT_FLEX_SE_MANUAL.jpg,,,
320I 2.0 16V TURBO GASOLINA AUTOMÁTICO,"R$ 85.890,00",,https://www.carflix.com.br/comprar/81031/bmw/320i/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/c5d95f2d-8b0b-4415-ad5a-4a7eba076f4f/638799909089673382-638799909089673382-blob.jpg?height=215&mode=crop&compress=true&width=285,117_320I_20_16V_TURBO_GASOLINA_AUTOMÁTICO.jpg,,,
FASTBACK 1.0 TURBO 200 FLEX AUTOMÁTICO,,,https://www.carflix.com.br/comprar/85486/fiat/fastback/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/e28581c1-da23-4d48-8378-968253727561/638881110512390155-638881110512390155-blob.jpg?height=215&mode=crop&compress=true&width=285,118_FASTBACK_10_TURBO_200_FLEX_AUTOMÁTICO.jpg,,,
HB20 1.0 COMFORT 12V FLEX MANUAL,"R$ 55.890,00",,https://www.carflix.com.br/comprar/86645/hyundai/hb20/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/fb2b0821-b8af-4d46-9974-61456c46d8a3/638899900671354166-638899900671354166-blob.jpg?height=215&mode=crop&compress=true&width=285,119_HB20_10_COMFORT_12V_FLEX_MANUAL.jpg,,,
UP 1.0 MPI TAKE MANUAL,"R$ 46.890,00",,https://www.carflix.com.br/comprar/45932/volkswagen/up/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/9cdd6aba-a969-4ab2-84b0-f1b9cc47f277/638937112830846643-638937112830846643-blob.jpg?height=215&mode=crop&compress=true&width=285,120_UP_10_MPI_TAKE_MANUAL.jpg,,,
HB20 1.6 COMFORT PLUS 16V AUTOMÁTICO,"R$ 62.890,00",,https://www.carflix.com.br/comprar/88539/hyundai/hb20/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/1e8e316c-5d9b-44f0-a709-bb5e9e14277a/638937290128869847-638937290128869847-blob.jpg?height=215&mode=crop&compress=true&width=285,121_HB20_16_COMFORT_PLUS_16V_AUTOMÁTICO.jpg,,,
DISCOVERY SPORT 2.0 16V TURBO AUTOMÁTICO,"R$ 94.890,00",,https://www.carflix.com.br/comprar/86724/land-rover/discovery-sport/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/f2a9fea0-2417-4191-af41-e3467ccb8d2b/638903454616236555-638903454616236555-blob.jpg?height=215&mode=crop&compress=true&width=285,122_DISCOVERY_SPORT_20_16V_TURBO_AUTOMÁTICO.jpg,,,
NIVUS 1.0 200 TSI TOTAL AUTOMÁTICO,"R$ 109.890,00",,https://www.carflix.com.br/comprar/85857/volkswagen/nivus/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/851583ad-fcf1-48f6-89b6-dcece7c1d0cc/638887145372068445-638887145372068445-blob.jpg?height=215&mode=crop&compress=true&width=285,123_NIVUS_10_200_TSI_TOTAL_AUTOMÁTICO.jpg,,,
RENEGADE 2.0 16V TURBO DIESEL AUTOMÁTICO,,,https://www.carflix.com.br/comprar/84895/jeep/renegade/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/b0533f4d-b937-4338-aafd-1cb2999c3269/638869864522173263-638869864522173263-blob.jpg?height=215&mode=crop&compress=true&width=285,124_RENEGADE_20_16V_TURBO_DIESEL_AUTOMÁTICO.jpg,,,
SONG PRO 1.5 DMI HÍBRIDO AUTOMÁTICO,,,https://www.carflix.com.br/comprar/88426/byd/song-pro/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/2c96f278-72db-4194-814e-edf9e19c35f7/638935488302516867-638935488302516867-blob.jpg?height=215&mode=crop&compress=true&width=285,125_SONG_PRO_15_DMI_HÍBRIDO_AUTOMÁTICO.jpg,,,
530I 2.0 16V TURBO GASOLINA AUTOMÁTICO,"R$ 170.000,00",,https://www.carflix.com.br/comprar/86354/bmw/530i/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/09f2cccf-e039-4afc-bca4-42722168d57c/638896436900205281-638896436900205281-blob.jpg?height=215&mode=crop&compress=true&width=285,126_530I_20_16V_TURBO_GASOLINA_AUTOMÁTICO.jpg,,,
COROLLA CROSS 1.8 VVTI HYBRID AUTOMÁTICO,,,https://www.carflix.com.br/comprar/88149/toyota/corolla-cross/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/0163df89-b1bc-4450-ac94-fcd0501271df/638930362246855218-638930362246855218-blob.jpg?height=215&mode=crop&compress=true&width=285,127_COROLLA_CROSS_18_VVTI_HYBRID_AUTOMÁTICO.jpg,,,
118I 2.0 SPORT EDITION 16V AUTOMÁTICO,"R$ 52.500,00",,https://www.carflix.com.br/comprar/88489/bmw/118i/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/ad918ad3-c881-480b-9541-e18d51bc169a/638936378398747005-638936378398747005-blob.jpg?height=215&mode=crop&compress=true&width=285,128_118I_20_SPORT_EDITION_16V_AUTOMÁTICO.jpg,,,
HRV 1.8 16V FLEX EXL AUTOMÁTICO,"R$ 95.890,00",,https://www.carflix.com.br/comprar/87942/honda/hr-v/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/ee8061fe-a386-4421-a71f-6e24de6321bb/638926010199550153-638926010199550153-blob.jpg?height=215&mode=crop&compress=true&width=285,129_HRV_18_16V_FLEX_EXL_AUTOMÁTICO.jpg,,,
COMPASS 2.0 16V FLEX LONGITUDE AUTOMÁTICO,"R$ 82.900,00",,https://www.carflix.com.br/comprar/86353/jeep/compass/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/39d5847c-9de6-4b53-a93a-66194f53e5ae/638895785992402836-638895785992402836-blob.jpg?height=215&mode=crop&compress=true&width=285,130_COMPASS_20_16V_FLEX_LONGITUDE_AUTOMÁTICO.jpg,,,
TCROSS 1.0 200 TSI TOTAL AUTOMÁTICO,"R$ 85.900,00",,https://www.carflix.com.br/comprar/87474/volkswagen/t-cross/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/cbc85ac8-32c8-4cda-8e8e-090083b98d18/638918232202168254-638918232202168254-blob.jpg?height=215&mode=crop&compress=true&width=285,131_TCROSS_10_200_TSI_TOTAL_AUTOMÁTICO.jpg,,,
GOL 1.0 12V MPI TOTALFLEX MANUAL,"R$ 45.890,00",,https://www.carflix.com.br/comprar/86562/volkswagen/gol/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/b2dc2820-c032-44d0-84b4-cfb46cf6ead0/638900074236510377-638900074234010377-blob.jpg?height=215&mode=crop&compress=true&width=285,132_GOL_10_12V_MPI_TOTALFLEX_MANUAL.jpg,,,
A3 1.4 TFSI FLEX SEDAN AUTOMÁTICO,,,https://www.carflix.com.br/comprar/85412/audi/a3/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/a18e1476-3f27-41f2-853f-d993a1763b2c/638881117203630473-638881117203630473-blob.jpg?height=215&mode=crop&compress=true&width=285,133_A3_14_TFSI_FLEX_SEDAN_AUTOMÁTICO.jpg,,,
TIGUAN 1.4 250 TSI TOTAL AUTOMÁTICO,"R$ 114.890,00",,https://www.carflix.com.br/comprar/82569/volkswagen/tiguan/s%c3%a3o%20paulo,https://carflix.gumlet.io/vendas/e6fe50e4-b545-4b68-9206-c195d121463a/638845531663556283-638845531663556283-blob.jpg?height=215&mode=crop&compress=true&width=285,134_TIGUAN_14_250_TSI_TOTAL_AUTOMÁTICO.jpg,,,
